StarID,HIP,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,PMRA,PMDec,RV,Mag,AbsMag,Spectrum,ColorIndex,X,Y,Z,VX,VY,VZ
69452,69673,124897,5340,Gl 541,16Alp Boo,Arcturus,14.2612076000,19.1872699700,11.2549240293,-1093.4500000000,-1999.4000000000,-5,-0.0500000000,-0.3067128393,K2IIIp,1.2390000000,-8.8209100000,-5.9314500000,3.6990000000,-0.0000590340,0.0000321960,-0.0001047090
87666,87937,,,Gl 699,,Barnard's Star,17.9636015300,4.6682881500,1.8214604470,-797.8400000000,10326.9300000000,-111,9.5400000000,13.2379012751,sdM4,1.5700000000,-0.0172900000,-1.8153300000,0.1482400000,-0.0000058950,0.0001206280,0.0000816440
24549,24608,34029,1708,Gl 194  A,13Alp Aur,Capella,5.2781376700,45.9990292700,12.9382843835,75.5200000000,-427.1300000000,22,0.0800000000,-0.4793834635,M1: comp,0.7950000000,1.6884500000,8.8278200000,9.3068700000,0.0000019300,0.0000353080,-0.0000022780
744,746,432,21,Gl   8,11Bet Cas,Caph,0.1528026900,59.1502181400,16.6972783436,523.3900000000,-180.4200000000,11,2.2800000000,1.1667715654,F2III-IV,0.3800000000,8.5553300000,0.3424200000,14.3348500000,0.0000167540,0.0000430690,0.0000024320
36744,36850,60179,2891,Gl 278  A,66Alp Gem,Castor,7.5766679300,31.8886364500,15.8052789632,-206.3300000000,-148.1800000000,6,1.5800000000,0.5859891723,A2Vm,0.0340000000,-5.3833700000,12.2927900000,8.3494500000,0.0000099850,0.0000166080,-0.0000063980
57460,57632,102647,4534,Gl 448,94Bet Leo,Denebola,11.8177439800,14.5723368700,11.0913930790,-499.0200000000,-113.7800000000,,2.1400000000,1.9150695152,A3Vvar,0.0900000000,-10.7223700000,0.5120000000,2.7906100000,-0.0000000590,0.0000268640,-0.0000059720
113009,113368,216956,8728,Gl 881,24Alp PsA,Fomalhaut,22.9607848800,-29.6218370100,7.6875768758,329.2200000000,-164.2200000000,6,1.1700000000,1.7410526412,A3V,0.1450000000,6.4370500000,-1.7958300000,-3.7997600000,0.0000056070,0.0000111730,-0.0000084030
49767,49908,88230,,Gl 380,,Groombridge 1618,10.1898230500,49.4554642500,4.8728194133,-1361.5500000000,-505.0000000000,-25,6.6000000000,8.1610984164,K8V,1.3260000000,-2.8184400000,1.4455300000,3.7028500000,0.0000216370,0.0000250480,-0.0000274940
57768,57939,103095,4550,Gl 451  A,,Groombridge 1830,11.8821712000,37.7328082700,9.1566706346,4003.6900000000,-5813.0000000000,-99,6.4200000000,6.6113120355,G8Vp,0.7540000000,-7.2383200000,0.2233500000,5.6036900000,-0.0000831980,-0.0001752360,-0.0002660960
9861,9884,12929,617,Gl  84.3,13Alp Ari,Hamal,2.1195238300,23.4627774300,20.2101859337,190.7300000000,-145.7700000000,-14,2.0100000000,0.4821484548,K2III,1.1510000000,15.7575300000,9.7673600000,8.0467500000,-0.0000164940,0.0000117600,-0.0000189640
24129,24186,33793,,Gl 191,,Kapteyn's Star,5.1931146900,-45.0044867700,3.9175742380,6506.0500000000,-5731.3900000000,246,8.8600000000,10.8949138245,M0V,1.5430000000,0.5807800000,2.7083500000,-2.7703600000,-0.0000997280,0.0001242250,-0.0002545130
110548,110893,239960,,Gl 860  A,,Kruger 60,22.4667826600,57.6970200500,4.0076947740,-870.2300000000,-471.1000000000,-33,9.5900000000,11.5755268087,M2V,1.6130000000,1.9714600000,-0.8367600000,3.3874400000,-0.0000162370,-0.0000114740,-0.0000336770
104752,105090,202560,,Gl 825,,Lacaille 8760,21.2882531100,-38.8645745100,3.9467971741,-3259.0000000000,-1146.9900000000,28,6.6900000000,8.7087759571,M1/M2V,1.3970000000,2.3306500000,-2.0029900000,-2.4765400000,-0.0000340530,-0.0000529510,-0.0000351840
113688,114046,217987,,Gl 887,,Lacaille 9352,23.0964347200,-35.8562971000,3.2905561040,6767.2600000000,1326.6600000000,10,7.3500000000,9.7636535004,M2/M3V,1.4830000000,2.5926800000,-0.6250000000,-1.9274500000,0.0000450040,0.0001001920,0.0000114600
53879,54035,95735,,Gl 411,,Lalande 21185,11.0557256000,35.9814642400,2.5484199796,-580.2000000000,-4767.0900000000,-84,7.4900000000,10.4586449935,M2V,1.5020000000,-1.9995000000,0.5046200000,1.4972500000,0.0000358500,-0.0000016550,-0.0000983100
36107,36208,,,Gl 273,,Luyten's Star,7.4567123600,5.2347643200,3.7985261718,571.2700000000,-3694.2500000000,18,9.8400000000,11.9419243848,M5,1.5730000000,-1.4078700000,3.5109200000,0.3465600000,-0.0000189720,0.0000190490,-0.0000660440
53754,53910,95418,4295,Wo 9343,48Bet UMa,Merak,11.0306641000,56.3823447800,24.3486729973,81.6600000000,33.7400000000,-12,2.3400000000,0.4076235143,A1V,0.0330000000,-13.0488400000,3.3843900000,20.2763700000,0.0000073670,-0.0000118680,-0.0000080150
65174,65378,116656,5054,NN 3783 A,79Zet UMa,Mizar,13.3987277300,54.9254152500,23.9635753654,121.2300000000,-22.0100000000,-6,2.2300000000,0.3322419236,A2V,0.0570000000,-12.8574900000,-4.9306100000,19.6119000000,0.0000061610,-0.0000127200,-0.0000061560
7736,7751,10360,486,Gl  66  B,,p Eridani,1.6631230600,-56.1964406700,8.1466395112,286.1000000000,16.6600000000,23,5.7600000000,6.2051075040,K0V,0.8800000000,4.1094800000,1.9116400000,-6.7694400000,0.0000073370,0.0000158740,-0.0000187550
37718,37826,62509,2990,Gl 286,78Bet Gem,Pollux,7.7553788400,28.0263103100,10.3369857350,-625.6900000000,-45.9500000000,4,1.1600000000,1.0880304153,K0IIIvar,0.9910000000,-4.0473100000,8.1780800000,4.8571100000,0.0000261790,0.0000177890,-0.0000003020
37173,37279,61421,2943,Gl 280  A,10Alp CMi,Procyon,7.6551494600,5.2275076700,3.4973594936,-716.5700000000,-1034.5800000000,-4,0.4000000000,2.6812986213,F5IV-V,0.4320000000,-1.4623700000,3.1609200000,0.3186400000,0.0000120650,0.0000028540,-0.0000178400
70667,70890,,,Gl 551,,Proxima Centauri,14.4965965000,-62.6813520700,1.2947833180,-3775.6400000000,768.1600000000,-16,11.0100000000,15.4490145234,M5Ve,1.8070000000,-0.4717500000,-0.3613200000,-1.1503700000,-0.0000118480,0.0000207750,0.0000167510
85770,86032,159561,6556,Gl 681,55Alp Oph,Rasalhague,17.5822235400,12.5605758400,14.3184421535,110.0800000000,-222.6100000000,13,2.0800000000,1.3005211535,A5III,0.1550000000,-1.5255300000,-13.8922400000,3.1138500000,0.0000058550,-0.0000166770,-0.0000122790
49528,49669,87901,3982,,32Alp Leo,Regulus,10.1395720500,11.9671951300,23.7586124970,-249.4000000000,4.9100000000,6,1.3600000000,-0.5191053713,B7V,-0.0870000000,-20.5394800000,10.8780400000,4.9263800000,0.0000082420,0.0000281390,0.0000018250
71457,71683,128620,5459,Gl 559  A,Alp1Cen,Rigel Kentaurus A,14.6613606800,-60.8351470700,1.3474909718,-3678.1900000000,481.8400000000,-26,-0.0100000000,4.3423706795,G2V,0.7100000000,-0.5036200000,-0.4213900000,-1.1766500000,-0.0000075110,0.0000250420,0.0000249320
71454,71681,128621,5460,Gl 559  B,Alp2Cen,Rigel Kentaurus B,14.6609418800,-60.8394713900,1.3474909718,-3600.3500000000,952.1100000000,-18,1.3500000000,5.7023706795,K1V,0.9000000000,-0.5035900000,-0.4212800000,-1.1767000000,-0.0000123370,0.0000203410,0.0000191950
32263,32349,48915,2491,Gl 244  A,9Alp CMa,Sirius,6.7525694000,-16.7131430600,2.6370612589,-546.0100000000,-1223.0800000000,-9,-1.4400000000,1.4543989071,A0m...,0.0090000000,-0.4943900000,2.4768000000,-0.7583600000,0.0000095270,-0.0000120720,-0.0000122100
,,,,,,Sol,0.0000000000,0.0000000000,0.0000048480,0.0000000000,0.0000000000,,-26.7300000000,4.8500000000,G2V,0.6560000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
76836,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,15.7377766000,6.4255197100,22.4517287831,134.6600000000,44.1400000000,3,2.6300000000,0.8737510635,K2III,1.1670000000,-12.4544500000,-18.5109000000,2.5126000000,0.0000109280,-0.0000100120,0.0000050830
3820,3829,,,Gl  35,,Van Maanen's Star,0.8192158500,5.3951977300,4.4062568848,1233.0500000000,-2710.5600000000,54,12.3700000000,14.1496509354,DG,0.5540000000,4.2862300000,0.9336200000,0.4142900000,0.0000534360,0.0000385950,-0.0000524490
90980,91262,172167,7001,Gl 721,3Alp Lyr,Vega,18.6156072200,38.7829931100,7.7561467463,201.0200000000,287.4600000000,-12,0.0300000000,0.5817699133,A0Vvar,-0.0010000000,0.9702100000,-5.9677400000,4.8582300000,0.0000048250,0.0000174160,0.0000006740
56767,56936,,,,,,11.6721975800,67.2666667500,22.5835591689,262.6200000000,-3157.2100000000,,12.2000000000,10.4310380610,K4,1.4470000000,-8.6951300000,0.7480400000,20.8291100000,-0.0003200860,-0.0000013200,-0.0001335720
118241,,,,GJ 1062,,,3.6362640536,-11.4478454692,15.4320987654,1417.8270000000,-2677.8090000000,-140,13.0100000000,12.0678750294,M2,1.6600000000,8.7737300000,12.3203000000,-3.0628900000,-0.0001908670,-0.0000851690,-0.0001679240
117988,,,,GJ 2005,,,0.4117488647,-27.1562633024,7.5301204819,-54.2250000000,607.5850000000,-220,15.4200000000,16.0359903752,M5.5,,6.6611400000,0.7208300000,-3.4368800000,-0.0001887570,-0.0000224170,0.0001224280
118780,,,,Gl 451  B,,,11.8783084546,37.8002180096,9.1566706346,4003.2980000000,-5803.1110000000,,12.0000000000,12.1913120355,,,-7.2314900000,0.2304600000,5.6122100000,-0.0001634620,-0.0001725820,-0.0002035380
103725,104059,,,Gl 817,,,21.0816498900,-16.9539171500,19.1350937620,-914.5400000000,-2035.6500000000,-47,11.4500000000,10.0408470270,M3,1.4430000000,13.2161900000,-12.6629100000,-5.5798400000,-0.0001316490,0.0000086480,-0.0001666060
118851,,,,NN 3754,,,12.8360511160,54.8026913370,24.8756218905,-270.4950000000,-1251.0920000000,,17.8200000000,15.8411302654,DC9+,1.5000000000,-13.9960700000,-3.1133000000,20.3276600000,-0.0001274270,0.0000050710,-0.0000869600
118166,,,,GJ 1050,,,2.6635207489,-34.1099931232,15.1515151515,540.0670000000,-1633.0110000000,-71,11.7500000000,10.8477196777,m,1.5200000000,9.6165700000,8.0557800000,-8.4967100000,-0.0001231220,-0.0000513920,-0.0000585890
83965,84223,,,GJ 1213,,,17.2155264400,42.3326136200,23.8265427686,-1015.2100000000,-354.1500000000,11,10.0700000000,8.1846948461,M1V:,1.2800000000,-3.5920300000,-17.2435600000,16.0455900000,-0.0001220640,-0.0000109740,-0.0000228700
37974,38082,,,Gl 289,,,7.8043008900,20.3705369700,14.1362736783,1451.2200000000,-989.8300000000,48,11.4600000000,10.7083252774,M2,1.5100000000,-6.0296600000,11.8010200000,4.9206900000,-0.0001204160,0.0000170990,-0.0000463590
119075,,,,GJ 1200,,,16.2444094828,19.0957743102,17.6991150442,-1999.1590000000,352.5050000000,-82,12.9200000000,11.6802422391,m,1.5400000000,-7.4193000000,-14.9895200000,5.7902300000,-0.0001141830,0.0001559820,0.0000011440
118485,,,,NN 3451,,,7.5636641598,22.4025360561,24.5700245700,924.6230000000,-595.8790000000,,16.4600000000,14.5079720461,m,1.6000000000,-9.0414800000,20.8387700000,9.3639100000,-0.0001117970,-0.0000190200,-0.0000656170
18868,18915,25329,,Gl 158,,,4.0538225000,35.2765946500,18.4706316956,1732.4900000000,-1365.5000000000,-26,8.5100000000,7.1775912572,K1V...,0.8630000000,7.3547100000,13.1636700000,10.6672300000,-0.0001114080,0.0001186470,-0.0001149360
43948,44075,76932,3578,NN 3523,,,8.9788291000,-16.1332458700,21.3219616205,244.3500000000,213.4600000000,121,5.8000000000,4.1558642136,F7/F8IV/V,0.5210000000,-14.4026500000,14.5631900000,-5.9247700000,-0.0001057210,0.0000709820,-0.0000131340
119156,,,,GJ 1219,,,17.4620918880,14.4881929583,19.6850393701,-1098.0050000000,-306.5680000000,,13.6900000000,12.2193185614,m,1.7600000000,-2.6751000000,-18.8703600000,4.9248100000,-0.0001047690,0.0000074600,-0.0000283240
76666,76901,,,Gl 595,,,15.7021617400,-19.4692452700,8.2061381914,-2032.2200000000,-1039.5400000000,83,11.8300000000,12.2593058689,M5,1.5910000000,-4.3786200000,-6.3786700000,-2.7351100000,-0.0001041440,-0.0000088660,-0.0000672820
118172,,,,NN 3180,,,2.7690805185,-4.9612957191,16.3934426230,1682.9380000000,-1875.6650000000,,15.8600000000,14.7866491751,m,1.5000000000,12.2251200000,10.8296500000,-1.4177500000,-0.0000983340,0.0000915640,-0.0001485020
119195,,,,Gl 699.1,,,17.8415644166,82.7309513407,16.2601626016,-1381.5430000000,3302.6860000000,-154,14.3000000000,13.2443755789,DA7,0.3500000000,-0.0853100000,-2.0556000000,16.1294700000,-0.0000972710,0.0002824450,-0.0001232940
118657,,,,NN 3575,,,9.9637940770,24.5536805687,24.2718446602,-250.6870000000,-298.7570000000,124,15.0900000000,13.1644860802,DA6,0.2500000000,-19.0137500000,11.2192200000,10.0860500000,-0.0000969350,0.0000914460,0.0000207240
103128,103458,199288,,Gl 812.1,,,20.9612466600,-44.1270002700,21.6169476870,-515.5100000000,-975.6300000000,-10,6.5200000000,4.8460281422,G0V,0.5870000000,10.8600100000,-11.0826400000,-15.0508200000,-0.0000933380,0.0000180660,-0.0000665510
98591,98906,,,Gl 781,,,20.0842656500,54.4364289500,15.8152775581,-1165.3500000000,-899.9500000000,-148,11.9800000000,10.9846159091,M3,1.5240000000,4.7737200000,-7.8625300000,12.8652600000,-0.0000929290,-0.0000190950,-0.0001632580
118182,,,,Gl 120,,,2.9570228127,10.7979925575,21.3675213675,1774.0650000000,-406.3150000000,49,13.0300000000,11.3812292654,dM4,1.5600000000,15.0076400000,14.6736600000,4.0031300000,-0.0000876350,0.0001713210,-0.0000319530
119175,,,,NN 4023,,,17.7038715278,-8.8132002624,23.2018561485,-833.0540000000,-477.0950000000,-92,13.5200000000,11.6923863508,M3,1.6100000000,-1.7757300000,-22.8590400000,-3.5548300000,-0.0000855790,0.0001081540,-0.0000386120
119214,,,,Gl 712,,,18.3695232669,6.3389392899,14.4717800289,-1148.7230000000,54.1720000000,-48,12.5800000000,11.7773902369,M3,1.4800000000,1.3892800000,-14.3160400000,1.5978200000,-0.0000849650,0.0000411960,-0.0000016420
47291,47425,,,Gl 358,,,9.6629935300,-41.0684243500,9.4930700589,-526.0800000000,356.9100000000,142,10.7200000000,10.8329665701,M:,1.5210000000,-5.8587700000,4.1107600000,-6.2365600000,-0.0000845560,0.0000889030,-0.0000830250
119022,,,,Gl 585,,,15.3978505128,17.4825414979,11.7508813161,-375.7410000000,-1244.5150000000,84,13.6800000000,13.3296478004,M4,1.7800000000,-7.0583800000,-8.7063500000,3.5301400000,-0.0000816410,-0.0000667150,-0.0000418100
118392,,,,NN 3364,,,5.7927851582,69.7551743812,23.5849056604,737.1370000000,-533.5980000000,,16.4700000000,14.6068292830,m,1.6900000000,0.4425100000,8.1491300000,22.1278900000,-0.0000810510,0.0000617240,-0.0000211100
119015,,,,Gl 580  B,,,15.2318475616,-1.3452035440,17.3010380623,-1279.0050000000,-490.9640000000,,7.3500000000,6.1596391921,,,-11.4658900000,-12.9496800000,-0.4061600000,-0.0000796720,0.0000718340,-0.0000411660
118962,,,,NN 3842,,,14.3346373136,39.0489401364,20.4081632653,-611.0180000000,-866.1730000000,,12.3100000000,10.7609804001,M0:e:,1.5100000000,-12.9797500000,-9.0951200000,12.8568100000,-0.0000789010,0.0000185250,-0.0000665490
119240,,,,NN 4076,,,18.7654281376,52.4557167868,19.9600798403,-738.9040000000,399.5240000000,,15.1100000000,13.6091886293,M1,1.8500000000,2.4210700000,-11.9197600000,15.8259900000,-0.0000761670,0.0000158060,0.0000235570
118334,,,,NN 3311,,,4.7703621143,48.7590556337,19.3050193050,1012.0690000000,-644.7590000000,,17.2900000000,15.8616487987,m,,4.0264600000,12.0726300000,14.5162900000,-0.0000754940,0.0000730080,-0.0000397770
41572,41689,,,Gl 308.1,,,8.4987984200,61.7274989700,19.1094974202,530.6200000000,-716.9200000000,,10.2900000000,8.8837536737,M0,1.3450000000,-5.5079500000,7.1827700000,16.8298200000,-0.0000745990,0.0000165030,-0.0000314570
112870,113229,,,Gl 877,,,22.9299713900,-75.4560905600,8.6192035856,-1027.2800000000,-1061.6000000000,-86,10.4200000000,10.7426643057,K,1.4850000000,2.0800900000,-0.5984400000,-8.3430000000,-0.0000743560,-0.0000232720,0.0000739960
118961,,,,Gl 545,,,14.3358001427,-9.6097710017,10.9769484083,-611.0180000000,-866.1730000000,75,12.9000000000,12.6975918849,M4,1.5900000000,-8.8616000000,-6.2134900000,-1.8324500000,-0.0000742890,-0.0000123790,-0.0000582490
118540,,,,GJ 1110,,,8.4704375062,20.1500678382,22.3214285714,-250.4410000000,-610.6380000000,142,13.0800000000,11.3363900700,g-k,1.4800000000,-12.6276700000,16.7231200000,7.6892800000,-0.0000742470,0.0001432980,-0.0000120030
118117,,,,Gl  85,,,2.1189433512,-66.5742706540,20.4081632653,1748.9110000000,381.3240000000,-33,11.5200000000,9.9709804001,m,1.5300000000,6.8967600000,4.2735300000,-18.7260400000,-0.0000731160,0.0001582430,0.0000459660
118045,,,,Gl  52.2,,,1.1283935536,34.2022765264,22.4719101124,1371.0770000000,501.7430000000,,13.3500000000,11.5918000549,M3,1.5900000000,17.7804800000,5.4109000000,12.6318200000,-0.0000728770,0.0001339460,0.0000452050
118685,,,,Gl 392  B,,,10.4676852481,48.7985416515,23.5571260306,76.6970000000,-876.6510000000,,12.5000000000,10.6393884729,,,-14.2853400000,6.0592700000,17.7243300000,-0.0000727640,0.0000213490,-0.0000659440
118380,,,,NN 3351,,,5.6287374943,79.5539650653,22.1238938053,745.6580000000,-927.4120000000,-92,18.4000000000,16.6756921741,m,,0.3892600000,3.9923300000,21.7572100000,-0.0000717570,0.0000881360,-0.0001105650
118740,,,,NN 3653,,,11.2651432122,55.3307874251,23.8095238095,139.2490000000,-736.9590000000,,11.2200000000,9.3362464520,M0,1.4100000000,-13.2938800000,2.5895700000,19.5821300000,-0.0000717400,-0.0000023990,-0.0000483850
118430,,,,NN 3395,,,6.5169298987,50.0504530338,19.2307692308,702.4750000000,-697.5870000000,,11.0900000000,9.6700167182,M0,1.5000000000,-1.6660200000,12.2354100000,14.7425000000,-0.0000716160,0.0000405630,-0.0000417580
117107,117473,,,Gl 908,,,23.8199849500,2.4035765100,5.9697928482,995.1200000000,-968.2500000000,-71,8.9800000000,10.1002036931,M2V,1.4600000000,5.9579100000,-0.2809900000,0.2503600000,-0.0000702440,0.0000321430,-0.0000310540
4002,4012,,,Gl  38,,,0.8578047000,58.3010422000,18.4399778720,1566.8400000000,405.1900000000,-17,10.6600000000,9.3311980222,M2,1.3630000000,9.4460900000,2.1577300000,15.6891100000,-0.0000699300,0.0001276960,0.0000045870
82338,82588,152391,,Gl 641,,,16.8831160500,-0.0228150400,16.9376693767,-711.7500000000,-1483.6500000000,45,6.6500000000,5.5057317441,G8V,0.7490000000,-4.8822900000,-16.2187400000,-0.0067400000,-0.0000693300,-0.0000275680,-0.0001218390
51103,51248,90508,4098,Gl 392  A,,,10.4677252500,48.7870443700,23.5571260306,80.5600000000,-881.7600000000,-7,6.4200000000,4.5593884729,G1V,0.6100000000,-14.2886800000,6.0605100000,17.7212200000,-0.0000691100,0.0000193190,-0.0000715750
119030,,,,Gl 589  B,,,15.5901030878,17.7152378410,14.2450142450,-1200.9800000000,-147.4610000000,,14.9900000000,14.2216855606,M6,1.8100000000,-8.0043800000,-10.9572700000,4.3345600000,-0.0000687960,0.0000464190,-0.0000097000
118912,,,,NN 3798,,,13.6881433835,30.0305289735,22.3214285714,-1586.6850000000,102.6060000000,,15.8300000000,14.0863900700,m,1.7500000000,-17.4681700000,-8.2654300000,11.1710100000,-0.0000684110,0.0001575710,0.0000096120
119110,,,,NN 3975,,,16.8488720361,-4.8423618974,20.8333333333,-713.7110000000,-261.1810000000,,13.4000000000,11.8062061869,k,,-6.1617500000,-19.8234100000,-1.7586300000,-0.0000681710,0.0000235210,-0.0000262830
118621,,,,NN 3552,,,9.3382722579,26.7371557299,20.7039337474,858.9590000000,-512.0420000000,-7,15.5600000000,13.9797356538,m,1.9200000000,-14.1797200000,11.8669800000,9.3146600000,-0.0000681570,-0.0000553770,-0.0000491180
119096,,,,NN 3964,,,16.5959802896,-30.8452904881,21.7391304348,-838.7430000000,-830.0050000000,,12.6800000000,10.9937891584,M3.5,1.5400000000,-6.7069900000,-17.4175100000,-11.1461200000,-0.0000663700,0.0000736150,-0.0000750970
99135,99452,191785,,Gl 783.2A,,,20.1850905600,16.1870294300,20.4792135982,-414.2200000000,399.1600000000,-48,7.3400000000,5.7834336214,K1V,0.8300000000,10.6471400000,-16.5361100000,5.7090600000,-0.0000662370,0.0000269120,0.0000242850
65671,65877,,,Gl 515,,,13.5039702700,-8.5737030700,18.0180180180,-1107.1700000000,-475.4300000000,37,12.3100000000,11.0314649156,DA,0.0260000000,-16.4533500000,-6.8352400000,-2.6861500000,-0.0000659380,0.0000773270,-0.0000467040
119071,,,,GJ 1199,,,16.1904012606,13.3771587228,18.2149362477,-10.3660000000,-539.9000000000,131,15.0900000000,13.7878617223,DA6,0.2300000000,-8.0846900000,-15.7690200000,4.2142000000,-0.0000653120,-0.0001253830,-0.0000153830
118320,,,,NN 3302,,,4.6105170844,11.2188421054,24.7524752475,537.7370000000,328.2360000000,,14.3000000000,12.3319068256,k-m,1.6200000000,8.6385400000,22.6907200000,4.8157600000,-0.0000630280,0.0000157960,0.0000386330
118306,,,,NN 3288,,,4.4384400827,4.5519284001,23.2558139535,628.6860000000,-572.0600000000,,17.1100000000,15.2773422779,DC9,1.1000000000,9.2155500000,21.2720400000,1.8456400000,-0.0000630010,0.0000328710,-0.0000642890
119058,,,,Gl 609,,,16.0485270427,20.6049003761,10.0603621730,-957.9270000000,-1243.8940000000,25,12.5600000000,12.5469319220,M3,1.6300000000,-4.6044100000,-8.2143400000,3.5404500000,-0.0000628930,-0.0000166560,-0.0000477850
118903,,,,Gl 518,,,13.6124462371,3.6948184548,8.1833060556,-3712.5450000000,-1092.6610000000,,14.6500000000,15.0853560295,DZ9,0.9500000000,-7.4494200000,-3.3458200000,0.5273400000,-0.0000628890,0.0001332040,-0.0000432560
72649,72875,131582,,,,,14.8950262600,23.3451679500,22.9042601924,-824.1500000000,2.2900000000,,8.6500000000,6.8504186569,K3V,0.9340000000,-15.2728600000,-14.4556600000,9.0762500000,-0.0000628300,0.0000665280,0.0000002330
9702,9724,,,Gl  84,,,2.0844556900,-17.6142090100,9.4393052671,1317.5300000000,-173.9400000000,-35,10.1900000000,10.3152998430,M3,1.5140000000,7.6900500000,4.6695300000,-2.8563900000,-0.0000625120,0.0000325740,0.0000032450
99144,99461,191408,7703,Gl 783  A,,,20.1865578400,-36.0973842300,6.0518034374,456.8900000000,-1574.9100000000,-130,5.3200000000,6.4105759315,K2V,0.8680000000,2.6488100000,-4.1104100000,-3.5654700000,-0.0000615810,0.0001203060,0.0000408770
62015,62207,110897,4845,Gl 484,10    CVn,,12.7499100600,39.2785776600,17.3701580684,-359.7500000000,139.3200000000,81,5.9500000000,4.7509811473,G0V,0.5570000000,-13.1875400000,-2.6228400000,10.9968900000,-0.0000612850,0.0000186970,0.0000613320
119274,,,,Wo 9652 B,,,19.2448678414,19.2982666546,20.8768267223,-587.6190000000,416.0570000000,,13.2700000000,11.6716775671,M3.5,,6.3084900000,-18.6665900000,6.8994900000,-0.0000607940,-0.0000058570,0.0000397410
47845,47981,,,Gl 366,,,9.7800764700,76.0463485400,15.9108989658,88.2500000000,-997.2700000000,-28,10.6400000000,9.6315264101,M2,1.3820000000,-3.2067800000,2.1063700000,15.4413800000,-0.0000604010,0.0000315300,-0.0000461410
118197,,,,NN 3207,,,3.1921829057,-38.7849377865,17.5438596491,827.8790000000,-192.6530000000,,11.5100000000,10.2893742784,M3.5,1.5100000000,9.1714600000,10.1441100000,-10.9894500000,-0.0000591100,0.0000396060,-0.0000127710
94263,94557,,,Wo 9652 A,,,19.2443162300,19.3166439500,19.0657769304,-617.4300000000,434.8400000000,,11.5600000000,10.1587274626,M:,1.5000000000,5.7581300000,-17.0461900000,6.3067400000,-0.0000583190,-0.0000056670,0.0000379270
118339,,,,GJ 1073,,,4.8750732090,40.7231613683,12.9198966408,1188.2180000000,-1115.8110000000,,13.4300000000,12.8737048034,k,1.6100000000,2.8421700000,9.3700400000,8.4290000000,-0.0000579820,0.0000652320,-0.0000529640
