StarID	HIP	HD	HR	Gliese	BayerFlamsteed	ProperName	RA	Dec	Distance	PMRA	PMDec	RV	Mag	AbsMag	Spectrum	ColorIndex	X	Y	Z	VX	VY	VZ
119154	0			NN 4006			17,4362558423	1,8043660448	13,5685210312	0	40		10,9	10,2373374393		0,67	-1,99429	-13,41435	0,42723	0,000000012	0,000000081	0,000002629
28298	28368			NN 3371 A			5,99381767	58,59362838	13,5906496331	8,61	-248,72		10,25	9,5837989175	M1	1,48	0,01146	7,08214	11,59952	-0,000000544	0,000013986	-0,000008539
109764	110109	211415	8501	Gl 853  A			22,30421737	-53,62553594	13,6109976861	439,86	-632,6	-13,5	5,36	4,6905501992	G1V	0,614	7,28962	-3,46709	-10,959	-0,000025278	0,000044161	-0,000013637
119489	0			Gl 853  B			22,3039236685	-53,6186663814	13,6109976861	431,692	-637,606		9,9	9,2305501992			7,29054	-3,46822	-10,95803	-0,000018349	0,000040272	-0,000024954
119035	0			GJ 1194 A			15,6660292586	43,4969439478	13,6425648022	1170,962	-342,413	-108	12,48	11,8055198732	m	1,57	-5,67773	-8,10576	9,39039	0,000100455	0,00000843	-0,000092454
119036	0			GJ 1194 B			15,6663071324	43,495293773	13,6425648022	1170,962	-342,413		13,8	13,1255198732	m		-5,67729	-8,10639	9,3901	0,000054491	-0,000057191	-0,000016427
67210	67422	120476		Gl 528  A			13,8178543	26,98012928	13,6518771331	-427,38	-89,94	-20,7	7,05	6,3740381451	K2	1,11	-10,8141	-5,57388	6,1936	0,000001411	0,000032547	-0,000014909
118927	0			Gl 528  B			13,8181127177	26,9796319738	13,6518771331	-450,765	-91,709	-20,9	8,03	7,3540381451	dK6		-10,81377	-5,57464	6,19349	0,000000814	0,000033982	-0,000015106
103110	103441			Gl 813			20,95690841	22,36324373	13,6537411251	773,07	-211,88	-31,1	11,98	11,3037416781	M3	1,533	8,82723	-9,02868	5,19493	0,000019754	0,000052988	-0,000025071
118059	0			GJ 1035			1,3362244491	84,1522070782	13,6612021858	-978,014	458,135		14,77	14,0925554053	m	1,79	1,30758	0,47704	13,59011	-0,000006155	-0,000071191	0,000003091
48199	48336						9,8524891	-12,32631346	13,6798905609	1137,36	-1457,41		10,04	9,3595868848	M0	1,446	-11,3074	7,12414	-2,92037	-0,000022749	-0,000074814	-0,000094421
83732	83990	154577		Gl 656			17,1695184	-60,73020472	13,685507048	71,14	589,82	8,8	7,38	6,6986955367	K0V	0,889	-1,44335	-6,53362	-11,93823	-0,000003703	-0,000038645	0,00001128
27123	27188			Gl 215			5,7633064	62,23868581	13,691128149	297,76	-785,27	-19,6	9,02	8,3378038226	M0	1,379	0,39491	6,36494	12,11522	-0,000017446	0,000037936	-0,000042014
19289	19337	281621					4,14361936	33,63673008	13,6967538693	524,64	126,47		10,18	9,4969117422	M1	1,495	5,32646	10,08303	7,58697	-0,000032974	0,000012158	0,000006991
118697	0			Gl 398			10,6011024573	5,1195664636	13,698630137	-633,615	90,176	21	12,6	11,9166143006	dM4  e	1,6	-12,73916	4,88588	1,22238	-0,000004406	0,000046755	0,00000788
118348	0			NN 3326			5,0708883232	11,0553069312	13,698630137	-68,369	198,558		13,75	13,0666143006	m		3,23807	13,04864	2,6268	0,000003797	-0,000003547	0,00001294
543	544	166	8	Gl   5			0,11014736	29,02193518	13,7023842149	379,94	-178,34	-5,5	6,07	5,3860192951	K0V	0,752	11,97684	0,34546	6,64763	0,0000001	0,000025251	-0,000013087
119315	0			Gl 771  B			19,9217142081	6,4115998377	13,7080191912	43,503	-478,024		11,4	10,7151264811	M3		6,56793	-11,93434	1,53077	0,000004243	-0,000001713	-0,000031567
97726	98036	188512	7602	Gl 771  A	60Bet Aql		19,92187948	6,40793334	13,7080191912	46,35	-481,32	-40,7	3,71	3,0251264811	G8IVvar	0,855	6,5685	-11,93415	1,5299	-0,000015525	0,000034596	-0,00003643
16811	16852	22484	1101	Gl 147	10    Tau		3,61458859	0,40283316	13,7193030594	-232,69	-482	27,9	4,29	3,6033397511	F9V	0,575	8,02135	11,12959	0,09645	0,000029369	0,000014282	-0,000031855
118589	0			Gl 333			8,9927973872	-47,4450000703	13,7362637363	-498,471	676,11	22	12,19	11,5006568966	M3	1,56	-6,55648	6,58125	-10,11852	-0,00001063	0,000057701	0,000013874
118577	0			NN 3520			8,9978598936	72,9644740324	13,7362637363	889,978	-6,213		14,32	13,6306568966	m	1,7	-2,84397	2,84716	13,13356	-0,000042208	-0,000041602	-0,000000121
15599	15638			Gl 133			3,35566868	79,96656492	13,7362637363	410,35	284,79	-10,2	11,21	10,5206568966	M2:	1,59	1,52755	1,84223	13,52618	-0,000034114	0,000001667	-0,000006968
50199	50341			Gl 386			10,27949934	-11,96031015	13,7381508449	-417,27	-604,17	-20	10,99	10,3003585969	M0	1,506	-12,09944	5,85105	-2,84701	0,000037619	0,000012676	-0,000035124
79298	79537	145417		Gl 615			16,23041317	-57,56708117	13,7457044674	-853,99	-1410,79	10	7,53	6,8391649883	K0V	0,815	-3,2944	-6,59492	-11,60164	-0,0000179	0,000091504	-0,000059049
118275	0			Gl 162			4,143183272	33,6368201774	13,7551581843	555,39	128,222	36,8	10,18	9,4876720543	M1	1,51	5,35032	10,1254	7,61934	-0,000020317	0,000040819	0,000027966
119566	0			Gl 895.2			23,4802214009	5,2503649703	13,7551581843	-415,996	-258,934	34	13,04	12,3476720543	DAV4	0,16	13,57082	-1,85817	1,2587	0,000032108	-0,000032394	-0,000014011
118898	0			Gl 516  B			13,5454928854	16,8129547018	13,7627305257	263,549	-198,598	-1,5	12,3	11,6064769676	dM3.5e		-12,11067	-5,18623	3,98084	0,000004748	-0,000017094	-0,000013127
65870	66077			Gl 516  A			13,5456768	16,81138664	13,7627305257	252,95	-221,83	-1,9	11,38	10,6864769676	M4Ve	1,54	-12,11052	-5,18686	3,98048	0,000004419	-0,000016466	-0,000014729
116406	116771	222368	8969	Gl 904	17Iot Psc		23,66578342	5,62735374	13,7912012136	376,32	-437	5,5	4,13	3,4319895256	F7V	0,507	13,67223	-1,19935	1,35233	0,000010628	0,000024323	-0,000028523
118885	0			NN 3779			13,3830682701	24,4769965512	13,7931034483	-628,692	-878,148		12,93	12,2316900329	M3.5	1,62	-11,73951	-4,44677	5,71486	-0,000037641	0,000030694	-0,00005344
116362	116727	222404	8974	Gl 903	35Gam Cep		23,65582834	77,63196681	13,7931034483	-48,85	127,18	-43,1	3,21	2,5116900329	K1IV	1,031	2,94236	-0,26583	13,47299	-0,000017969	-0,000001656	-0,000041234
103469	103800			Gl 816			21,03299342	-6,31766657	13,8178803372	-229,21	-445,23		11,23	10,5277928631	M3	1,527	9,7949	-9,62713	-1,52053	-0,000013103	-0,000008649	-0,000029642
119508	0			GJ 1270			22,4951868281	41,4743568576	13,8312586445	1200,238	472,786		13,25	12,5456914865	m	1,65	9,56925	-3,97784	9,16023	0,000011504	0,000082369	0,000023751
118916	0			Gl 524			13,7469102239	-54,1014659627	13,8504155125	-246,044	-364,776		12,5	11,7926859878	k	1,54	-7,28659	-3,58602	-11,21962	0,000010506	0,000023582	-0,00001436
119377	0			NN 4169			20,8929506471	10,6224430921	13,8504155125	-476,361	-456,814		13,97	13,2626859878	m	1,73	9,35237	-9,89184	2,55313	-0,000019356	-0,000026082	-0,000030146
52444	52596						10,75464264	-30,80692469	13,8523341183	-29,91	-233,36		11,22	10,5123852091		1,503	-11,27097	3,8107	-7,09442	0,000008246	-0,000000667	-0,000013459
118689	0	237903		Gl 394			10,5075100211	56,0007864133	13,8696255201	-176,131	-37,116	9,1	8,69	7,9796763236	K7 Ve	1,33	-7,17109	2,95386	11,49854	-0,000002214	0,000013719	0,00000632
119610	0			GJ 1292			23,961123501	23,3183118095	13,8696255201	1032,375	-1032,375		11,72	11,0096763236	k-m	1,54	12,73609	-0,12963	5,49013	0,000028181	0,000069129	-0,000063743
92914	93206			Gl 739			18,98536813	-48,27326531	13,8753989177	154,68	-494,09		11,13	10,4187726103	M4	1,446	2,35604	-8,92957	-10,35559	0,000003732	0,000026637	-0,00002212
119014	0			NN 3898			15,2110027086	45,7227849386	13,8888888889	-399,996	347,711		13,35	12,6366624822	m		-6,46728	-7,22438	9,94403	-0,000008885	0,000030451	0,000016344
119217	0			NN 4055			18,3914081122	28,1694299576	13,8888888889	-68,089	-177,38		12,49	11,7766624822	M3	1,61	1,25243	-12,1796	6,55667	-0,000003983	-0,000006077	-0,000010528
119218	0			NN 4056			18,4013117603	1,6861369366	13,8888888889	170,575	-196,224		11,84	11,1266624822	g	1,56	1,45589	-13,80632	0,40867	0,000011462	0,000000817	-0,000013205
118357	0			NN 3336			5,1724614237	48,8493355738	13,8888888889	190,889	-407,505		11,39	10,6766624822	M2	1,53	1,9646	8,92581	10,45808	-0,000008111	0,000022939	-0,000018054
119504	0			NN 4279			22,4507043912	6,8262376742	13,8888888889	209,872	-7,328		13,22	12,5066624822	dM3   :	1,66	12,67153	-5,44135	1,65081	0,000005629	0,00001296	-0,000000489
118017	0			NN 3053			0,7497850623	-15,2647273397	13,8888888889	311,883	-581,66		14,2	13,4866624822	m		13,14157	2,61325	-3,65665	-0,000014208	0,000018584	-0,000037781
109293	109638			Wo 9773			22,20996727	8,55485737	13,8946783382	116,05	-661,45		11,99	11,2757575134	M3	1,553	12,25874	-6,2059	2,06692	0,000009443	0,00000398	-0,000044057
42101	42220			Gl 310			8,60751715	67,29495249	13,8966092273	-1065,06	66,83	11,6	9,28	8,5654557734	M2	1,417	-3,38381	4,16189	12,81967	0,000055402	0,000045593	0,000012681
118726	0			NN 3637			11,0210172745	3,0115287567	13,9082058414	1017,73	-417,401		14,07	13,3536444519	m	1,73	-13,43531	3,52086	0,73069	-0,000018825	-0,000066002	-0,000028103
78118	78353			Gl 606			15,99812842	-8,25314327	13,9198218263	204,3	-23,15		10,49	9,7718316183	M0	1,497	-6,89367	-11,92669	-1,99814	0,000012047	-0,000006704	-0,000001545
118953	0			GJ 1182			14,2595855983	4,6672432488	13,9275766017	-753,447	-745,598	4	14,3	13,5806222212	m	1,72	-11,52256	-7,74102	1,13326	-0,000035152	0,000037668	-0,00004984
119426	0			Gl 836			21,6492867399	-24,1497185222	13,9470013947	990,136	-677,96	36	13,43	12,7075957783	M3.5	1,56	10,39149	-7,34689	-5,70603	0,000050766	0,000046093	-0,000056889
115850	116215	221503		Gl 898			23,54699735	-16,84511194	13,9470013947	343,55	-217,65	0,5	8,59	7,8675957783	K5/M0V	1,29	13,25479	-1,57937	-4,04163	-0,000001	0,000023511	-0,000014232
55991	56157						11,51167605	-8,09590028	13,9586823004	-354,75	262,48		11,98	11,2557778859		1,548	-13,70678	1,76192	-1,9658	0,000000579	0,000024128	0,000017584
12066	12097			Gl 104			2,59809769	20,2202253	13,9664804469	251,92	-140,35	-22,3	10,68	9,9545651115	M2	1,47	10,18918	8,24263	4,82722	-0,000024812	0,000001866	-0,000016799
10786	10812			GJ 1046			2,31918413	-36,77942028	13,9742873113	1394,12	549,99	47	11,59	10,8633516595		1,51	9,1922	6,38583	-8,3669	-0,000003943	0,000112255	0,000001061
12810	12843	17206	818	Gl 111	1Tau1Eri		2,75166151	-18,57265077	13,9742873113	330,93	36,28	25,6	4,47	3,7433516595	F5/F6V	0,481	9,95545	8,73836	-4,4509	0,000004451	0,000033736	-0,000006009
115952	116317			Gl 899			23,56775383	0,18168871	13,9742873113	-997,02	-936,24	20	11,16	10,4333516595	M3	1,454	13,88483	-1,57797	0,04431	0,000012896	-0,000069441	-0,000063358
112416	112774	216133		Gl 875			22,83874636	-7,09035755	13,9997200056	-103,03	103,08	-5,7	9,86	9,1294032506	K5	1,452	13,25557	-4,15882	-1,72804	-0,000006788	-0,000005198	0,000007661
118338	0			GJ 1072			4,8467703384	22,131234364	14,0056022409	616,361	-409,509		15,21	14,4784910589	m	1,95	3,85772	12,3869	5,27632	-0,00003684	0,000022444	-0,000025755
67478	67691	234078		Gl 532			13,8665616	49,95124696	14,0075640846	422,99	-139,62	-44,8	8,82	8,0881869098	K5	1,317	-7,95813	-4,23113	10,72275	0,000033106	-0,000014928	-0,000041173
23463	23518			Gl 184			5,05628711	53,13220642	14,0154169587	1304,13	-1537,29	66	9,96	9,2269698873	M0	1,389	2,05644	8,1535	11,21264	-0,000055576	0,00014196	-0,000008664
79432	79672	146233	6060	Gl 616	18    Sco		16,26031482	-8,36823651	14,0252454418	232,16	-495,84	12	5,49	4,7554476493	G1V	0,652	-6,10353	-12,46146	-2,04115	0,000010992	-0,000013441	-0,000035139
17378	17420	23356					3,73198654	-19,11127994	14,0508641281	309,86	156,52		7,1	6,3614848291	K2V	0,927	7,42797	11,00405	-4,6003	-0,00001554	0,000014701	0,000010073
53565	53721	95128	4277	Gl 407	47    UMa		10,99117105	40,43012281	14,0765765766	-315,92	55,15	11,6	5,03	4,2875147639	G0V	0,624	-10,3435	2,79717	9,12894	-0,000000733	0,00002253	0,000010558
4139	4148	5133		Gl  42			0,8835321	-30,35699137	14,0825235882	620,5	31,31	-7	7,15	6,4065975632	K2V	0,936	11,82808	2,78579	-7,11711	-0,000014672	0,000040063	0,000005462
118535	0			NN 3490 B			8,2701699512	-35,8822993834	14,0845070423	4,702	19,439		11	10,2562917436			-6,38995	9,45477	-8,25524	-0,000000701	0,000000464	0,000001075
118980	0			NN 3861			14,6136289247	58,3565374255	14,0845070423	613,798	-658,218		11,74	10,9962917436	m		-5,72584	-4,67062	11,99055	-0,000003157	-0,000056658	-0,000023577
119193	0			NN 4038			17,9510461926	15,7803713108	14,0845070423	-177,135	-203,771		12,21	11,4662917436	m		-0,1737	-13,55256	3,83028	-0,000012141	-0,000003628	-0,000013388
119539	0			Gl 878			22,906949209	60,9946980779	14,0845070423	-679,094	-122,188		12,76	12,0162917436	M3	1,6	6,55172	-1,92775	12,31795	-0,000006088	-0,00004654	-0,000004045
119517	0			NN 4288 A			22,6398102165	-29,3469557205	14,0845070423	-13,607	-259,643		10,92	10,1762917436	m		11,50681	-4,27999	-6,90277	-0,000008467	0,000002158	-0,000015452
119518	0			NN 4289 B			22,6400875381	-29,3486151034	14,0845070423	-13,607	-259,643		12,64	11,8962917436	m		11,50693	-4,27909	-6,90312	-0,000008467	0,000002157	-0,000015452
118026	0			NN 3061 B			0,8422155807	24,8173254641	14,0845070423	215,192	-45,74		13,3	12,5562917436	m		12,47431	2,79593	5,91164	-0,000001934	0,000014623	-0,000002834
119165	0			Gl 684  B			17,5825644523	61,8823836369	14,0884756269	244,609	-503,752		8,06	7,3156799751	K3 V	1,1	-0,72416	-6,60005	12,42578	0,000013296	-0,000031985	-0,000016214
85774	86036	160269	6573	Gl 684  A	26    Dra		17,58312521	61,8758315	14,0884756269	277,38	-525,62	-16,3	5,23	4,4856799751	G0V	0,602	-0,72335	-6,60156	12,42502	0,000016239	-0,000025723	-0,000031623
85825	86087			Gl 685			17,59282129	61,68281406	14,0944326991	263,74	-514,14	-16,3	9,98	9,234761999	M1	1,456	-0,71134	-6,64777	12,40782	0,000015468	-0,000024804	-0,000031339
119170	0			GJ 1220			17,5232816124	82,0852420622	14,1043723554	-280,846	484,484		14,18	13,4332311759	m	1,76	-0,24176	-1,92706	13,97001	-0,000014968	0,000034945	0,000004561
118704	0			Gl 400  B			10,7559592984	38,5107234023	14,1103428813	-37,351	155,579	-4,1	12,2	11,4523121638			-10,46079	3,53276	8,78596	0,000010204	-0,000000749	0,000005716
52448	52600			Gl 400  A			10,75597619	38,51140325	14,1103428813	-34,9	147,61	-3,2	9,16	8,4123121638	M2	1,416	-10,46071	3,53268	8,78609	0,000009146	-0,000000569	0,000005862
14843	14879	20010	963	Gl 127  A	Alp For		3,20118888	-28,98910623	14,1123341801	371,49	612,26	-20	3,8	3,05200574	F8V	0,543	8,25704	9,17611	-6,83944	-0,000017281	0,000018789	0,000046551
118198	0			Gl 127  B			3,2008736677	-28,9952211337	14,1123341801	333,573	638,066		6,7	5,95200574	G7 V		8,25731	9,17489	-6,84076	-0,000002807	0,000030993	0,00003818
119237	0			NN 4073			18,7228633029	40,6637645373	14,1242937853	-119,527	598,174		18,23	17,4801662884	m		2,01547	-10,52265	9,20365	-0,000013058	0,000024672	0,000031068
91914	92200	173818		Gl 726			18,7909244	-3,63916615	14,1242937853	-132,61	-273,46	16	8,81	8,0601662884	K5	1,295	2,89791	-13,79471	-0,8965	-0,000005772	-0,000016685	-0,000019724
37974	38082			Gl 289			7,80430089	20,37053697	14,1362736783	1451,22	-989,83	48,4	11,46	10,7083252774	M2	1,51	-6,02966	11,80102	4,92069	-0,000120416	0,000017099	-0,000046359
118890	0			Gl 512  B			13,4723729656	-2,3524420591	14,1602945341	172,798	-447,817		13,69	12,9346385661	M4	1,68	-13,11019	-5,31966	-0,58122	0,000005629	-0,000010516	-0,000030714
65509	65714			Gl 512  A			13,47249733	-2,35910065	14,1602945341	151,08	-486,61	-41,6	11,23	10,4746385661	M4+...	1,539	-13,10996	-5,32006	-0,58287	0,000044563	0,000006891	-0,000031623
118784	0			NN 3693			11,8977706355	7,0101588794	14,164305949	328,033	-891,568	-60	17,89	17,1340235053	M6  :	1,72	-14,05338	0,3762	1,72868	0,000052811	-0,000023946	-0,00006825
47606	47741			NN 3564			9,73222014	26,96924933	14,1663125089	-581,58	-99,99		12,08	11,3237159095	M:	1,542	-10,46514	7,06326	6,42459	0,000019762	0,000034847	-0,000006119
103579	103910			Wo 9716			21,05398017	-56,96429043	14,1823854772	-357,97	353,22		12,88	12,1212535734	M4	1,653	5,54384	-5,38932	-11,88953	-0,000002557	-0,000031837	0,000013239
67275	67487	120467		Gl 529			13,82941884	-22,10989071	14,1864094198	-1748,63	-494,56	-36,8	8,16	7,4006375528	K4/K5V	1,257	-11,66436	-6,0569	-5,33954	-0,000013112	0,000128693	-0,000017344
118495	0			Gl 282  B			7,6674850229	-3,5982759645	14,1964792731	69,425	-260,921	-13,4	8,94	8,1790967365	K5	1,33	-5,99061	12,83973	-0,89097	0,000001929	-0,000015436	-0,000017061
37243	37349	61606		Gl 282  A			7,66646875	-3,59683158	14,1964792731	69,66	-277,94	-21,1	7,18	6,4190967365	K2V	0,891	-5,9872	12,84134	-0,89062	0,000005263	-0,000022633	-0,000017736
97634	97944	188088	7578	Gl 770			19,90495107	-23,9400745	14,2166619278	-122,67	-409,86	-5,1	6,22	5,4560118199	K3/K4V	1,017	6,2148	-11,41095	-5,76885	-0,000015186	0,000010208	-0,0000237
112550	112909			Gl 875.1			22,86477101	31,75433773	14,2247510669	527,01	-50,59	-3,7	11,66	10,8947766251	M3.5Ve	1,5	11,56521	-3,54211	7,48617	0,000009321	0,000035152	-0,000004957
118748	0			NN 3655			11,3641499159	-13,217337415	14,245014245	-503,721	-79,781	30	19,57	18,8016855606	M8		-13,67596	2,29783	-3,25705	-0,00002245	0,000039044	-0,000012378
119029	0			Gl 589  A			15,5901030878	17,715237841	14,245014245	-1200,98	-147,461	-43,2	12,41	11,6416855606	M4.5:	1,58	-8,00438	-10,95727	4,33456	-0,00004397	0,000080403	-0,000023144
119030	0			Gl 589  B			15,5901030878	17,715237841	14,245014245	-1200,98	-147,461		14,99	14,2216855606	M6	1,81	-8,00438	-10,95727	4,33456	-0,000068796	0,000046419	-0,0000097
13341	13375			Gl 116			2,86845371	34,39175902	14,2470437384	994,66	-988,88	-45,7	9,6	8,8313762121	K6:	1,315	8,59447	8,02199	8,04741	-0,000046867	0,000050226	-0,000082759
10593	10617			NN 3148 A			2,27798099	-30,98900065	14,2531356899	683,13	251,49		12,02	11,2504479018		1,583	10,1095	6,8626	-7,33856	-0,000019107	0,000044077	0,000014896
118291	0			Gl 168.1			4,3694163895	19,4834713461	14,2653352354	0	0		15,04	14,2685900898		1	5,56817	12,24159	4,75798	0	0	0
118206	0			NN 3211			3,2391820734	0,6547980549	14,2653352354	-53,46	27,239		10,9	10,1285900898			9,43551	10,69786	0,16302	0,000002758	-0,000002461	0,000001883
42319	42438	72905	3391	Gl 311	3Pi 1UMa		8,65326174	65,02069298	14,2714428429	-27,73	87,9	-12,7	5,63	4,8576605875	G1.5Vb	0,618	-3,85766	4,63028	12,93649	0,000008513	-0,000007221	-0,000009205
70643	70865			Gl 552			14,49176002	15,52948103	14,2734798744	-1053,37	1300,01	7,5	10,67	9,8973506649	M3	1,471	-10,92854	-8,34837	3,82149	-0,00003098	0,000068053	0,000088722
118821	0			NN 3729			12,4843546944	41,7335002281	14,2857142857	-183,696	-211,318		12,9	12,1254902001	m		-10,5751	-1,34819	9,50952	-0,000011272	0,000011387	-0,00001092
118513	0			NN 3467			7,9695192751	7,285590345	14,2857142857	-329,196	-23,019		13,77	12,9954902001	m		-6,98703	12,32805	1,81164	0,000019734	0,000011416	-0,000001581
119070	0			NN 3943			16,2199650092	-70,1507606397	14,2857142857	-253,149	-587,805		13,75	12,9754902001	k-m		-2,17953	-4,33342	-13,43699	0,000001542	0,000042083	-0,000013822
118115	0			NN 3136			2,1477804217	49,4542527665	14,2857142857	268,7	-268,7		12,47	11,6954902001	M5  :	1,54	7,85672	4,95084	10,85553	0,000002042	0,000023281	-0,000012096
118236	0			NN 3237			3,6113260947	3,4938520238	14,2857142857	119,795	-90,272		13,86	13,0854902001	dM5  :		8,34708	11,5607	0,87059	-0,000006503	0,000005165	-0,000006239
61709	61901	110315		Gl 481			12,68511351	15,37756957	14,2979696883	118,77	-372,48	24,5	7,91	7,1336281399	K2	1,109	-13,56493	-2,45946	3,79151	-0,000029039	-0,000013631	-0,000018248
36879	36985						7,6019601	-3,11016346	14,3163922691	36,32	-253,45		9,87	9,0908320523		1,455	-5,82112	13,05642	-0,77674	-0,000001913	-0,000001898	-0,000017563
85770	86032	159561	6556	Gl 681	55Alp Oph	Rasalhague	17,58222354	12,56057584	14,3184421535	110,08	-222,61	12,6	2,08	1,3005211535	A5III	0,155	-1,52553	-13,89224	3,11385	0,000005855	-0,000016677	-0,000012279
64038	64241	114378	4968	Gl 501  A	42Alp Com		13,1665415	17,52911621	14,3245953302	-445,95	129,69	-11,6	4,32	3,53958819	F5V	0,455	-13,02735	-4,10703	4,31443	0,000004065	0,000033751	0,000005014
118870	0	114379	4969	Gl 501  B	42Alp Com		13,166783693	17,5269626996	14,3245953302	-425,992	145,019	-27,7	5,17	4,38958819	F5 V		-13,02724	-4,10791	4,31391	0,000019759	0,000037248	0,000001071
25157	25220	35171		Gl 201			5,39395172	17,32413076	14,3348623853	253,35	-4,66	37,8	7,93	7,1480323596	K2	1,104	2,16213	13,51268	4,26859	-0,000011538	0,000039318	0,000011202
104308	104644			Wo 9724			21,19705417	-43,61197308	14,3348623853	215,97	-688,32		11,98	11,1980323596	M1:	1,586	7,70762	-6,95074	-9,88777	-0,00001445	0,000033241	-0,000034631
70253	70475			NN 3846			14,41546134	8,88723465	14,3410296859	546,31	158,16		12,23	11,447098326	M:	1,613	-11,42904	-8,37457	2,21554	0,000023818	-0,000029631	0,000010863
102092	102422	198149	7957	Gl 807	3Eta Cep		20,75479684	61,83679404	14,3410296859	86,08	817,89	-86,8	3,41	2,627098326	K0IV	0,912	4,46933	-5,0834	12,64314	-0,00005627	0,000073065	-0,000051425
78951	79190	144628		Gl 613			16,16192697	-56,44596179	14,355440712	-136,14	334,48	37,9	7,11	6,3249173506	K3V	0,856	-3,67251	-7,03351	-11,96332	-0,000027292	-0,000031801	-0,000019436
119065	0			Gl 611  B			16,0813713087	39,1574370477	14,3657520471	-618,088	48,644		14,23	13,4433581688	m	1,72	-5,36294	-9,76345	9,0713	-0,000036697	0,000022598	0,000002626
78537	78775	144579		Gl 611  A			16,08256192	39,15638126	14,3657520471	-571,24	52,59	-60	6,66	5,8733581688	G8V	0,734	-5,35998	-9,76527	9,07109	-0,000010865	0,000062881	-0,000035907
81686	81935	150689					16,73750865	-38,94348871	14,3719459615	-19,18	-59,79		7,52	6,7324221221	K2V	1,024	-3,62765	-10,57299	-9,03353	-0,000000414	0,00000291	-0,000003239
84605	84862	157214	6458	Gl 672	72    Her		17,3442982	32,47027246	14,3926309729	135,4	-1040,55	-79,1	5,38	4,5892990489	G0V	0,619	-2,07421	-11,96416	7,72685	0,000014308	0,00002723	-0,000104681
69996	70218			Gl 546			14,36601116	29,63036497	14,4029958231	-631,45	-307,15	-37,2	8,56	7,7677358263	K5V	1,275	-10,19361	-7,26839	7,12087	-0,000007303	0,000048941	-0,000037451
119352	0			Gl 794			20,5731198667	25,0716080077	14,409221902	-370,975	-545,873	71	11,52	10,7267973523	DA3	-0,07	8,14203	-10,20052	6,10591	0,000030857	-0,000080198	-0,000003767
118642	0			Gl 363			9,7078639267	55,9927024644	14,43001443	-735,227	-501,538		12,5	11,7036661731	M3.5	1,53	-6,66066	4,55758	11,96199	0,000005041	0,000058869	-0,000019622
35256	35353			NN 3438			7,3023174	39,2750918	14,4487790782	-212,36	-115,83		10,3	9,5008442462	M1	1,508	-3,74003	10,5412	9,14671	0,0000123	0,000009814	-0,00000628
119179	0			NN 4026			17,7686247381	24,6423289794	14,450867052	-328,537	502,058		12,67	11,8705304723	m	1,51	-0,79513	-13,11071	6,02532	-0,000022085	0,000016031	0,000031967
119222	0			Gl 714			18,5033733945	-58,2703347487	14,450867052	-29,995	-428,952	-3,4	9,85	9,0505304723	M1	1,48	0,99863	-7,53398	-12,29102	-0,000005681	0,000026873	-0,000012845
118067	0			NN 3093 A			1,379378124	0,5398370776	14,450867052	-213,399	-517,745		13,97	13,1705304723	m	1,76	13,5182	5,10559	0,13615	0,000005601	-0,000013864	-0,000036268
118068	0			NN 3094 B			1,379378124	0,5398370776	14,450867052	-213,399	-517,745		15	14,2005304723	m		13,5182	5,10559	0,13615	0,000005601	-0,000013864	-0,000036268
118894	0			GJ 1171			13,5091131454	19,1752892358	14,4717800289	-486,788	-1301,974		14,73	13,9273902369		1,8	-12,61586	-5,26095	4,75339	-0,000040834	0,000019972	-0,000086272
119214	0			Gl 712			18,3695232669	6,3389392899	14,4717800289	-1148,723	54,172	-48	12,58	11,7773902369	M3	1,48	1,38928	-14,31604	1,59782	-0,000084965	0,000041196	-0,000001642
95984	96285	184489		Gl 763			19,57764802	4,58175785	14,4738746562	524,89	312,09	-57,4	9,35	8,5470759634	K5	1,39	5,79101	-13,2144	1,15619	0,000009542	0,00006998	0,000017138
118699	0			NN 3614			10,6491071184	-20,6901169004	14,4927536232	-307,184	538,551		16,46	15,6542454537	DQP9		-12,71894	4,69564	-5,12048	-0,000005066	0,000024875	0,000035396
118919	0			GJ 1177 B			13,7950604321	-32,4314230809	14,4927536232	103,075	-61,445		9,12	8,3142454537		1,36	-10,90629	-5,53928	-7,77231	0,000005343	-0,000005408	-0,000003643
118986	0			NN 3866			14,7912528491	-17,7012134756	14,4927536232	-1116,461	-349,877		16,48	15,6742454537	DC9	0,94	-10,28142	-9,21489	-4,40656	-0,000046786	0,000063399	-0,000023417
118815	0			GJ 1157			12,3849679838	-46,6222693296	14,4927536232	-718,869	-327,607	42	13,62	12,8142454537	k	1,61	-9,90318	-1,00147	-10,53393	-0,000017788	0,000048964	-0,000047029
119010	0			NN 3893			15,16786391	19,3633044416	14,4927536232	3,211	-459,988		13,35	12,5442454537	m		-9,23416	-10,08366	4,80517	-0,00000707	-0,000008054	-0,000030489
119098	0			Gl 630.1A			16,5739188846	57,1440582425	14,4927536232	-1125,346	1165,33	-118,6	12,9	12,0942454537	dM4  e	1,6	-2,8678	-7,32108	12,17445	-0,00002453	0,000154147	-0,000057474
119099	0			Gl 630.1B			16,5744660389	57,1507625511	14,4927536232	-1125,346	1165,33		15	14,1942454537	DQ8	0,49	-2,86623	-7,32016	12,17537	-0,000048543	0,000092872	0,00004441
